"Course Code (long)","faculty","course_code","name","credits","level","term","section_number","location","instructor","capacity","enrolled","status","meeting_type","meeting_date","meeting_start_date","meeting_end_date","meeting_days","meeting_start_time","meeting_end_time","meeting_building","meeting_room"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","12:30 PM","01:20 PM","AD-S","VIRTUAL"
"GEOG*1200*0107","GEOG","1200","Society and Space","0.50","Undergraduate","Fall 2022","0107","Guelph","K. Parizeau","30","0","Closed","LEC",,"2022/09/08","2022/12/16",,,,"AD-A","REMOTE"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","04:30 PM","05:20 PM","AD-S","VIRTUAL"
"GEOG*1200*0108","GEOG","1200","Society and Space","0.50","Undergraduate","Fall 2022","0108","Guelph","K. Parizeau","30","0","Closed","LEC",,"2022/09/08","2022/12/16",,,,"AD-A","REMOTE"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","AD-S","VIRTUAL"
"GEOG*1220*01","GEOG","1220","Human Impact on the Environmen","0.50","Undergraduate","Fall 2022","01","Guelph","A. Stanley","300","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","04:30 PM","05:20 PM","ALEX","200"
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","07:00 PM","09:00 PM",,
"GEOG*1220*DE01","GEOG","1220","Human Impact on the Environmen","0.50","Undergraduate","Fall 2022","DE01","Guelph","D. Dietrich","400","0","Closed","Distance Education",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","07:00 PM","09:00 PM",,
"GEOG*1300*0101","GEOG","1300","Intro to the Biophysical Env","0.50","Undergraduate","Fall 2022","0101","Guelph","L. Brown","25","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Fri","03:30 PM","04:20 PM","ROZH","102"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","08:30 AM","10:20 AM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*1300*0102","GEOG","1300","Intro to the Biophysical Env","0.50","Undergraduate","Fall 2022","0102","Guelph","L. Brown","25","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Fri","03:30 PM","04:20 PM","ROZH","102"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","04:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*1300*0103","GEOG","1300","Intro to the Biophysical Env","0.50","Undergraduate","Fall 2022","0103","Guelph","L. Brown","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Fri","03:30 PM","04:20 PM","ROZH","102"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","09:30 AM","11:20 AM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*1300*0104","GEOG","1300","Intro to the Biophysical Env","0.50","Undergraduate","Fall 2022","0104","Guelph","L. Brown","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Fri","03:30 PM","04:20 PM","ROZH","102"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","12:30 PM","02:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*1350*01","GEOG","1350","Earth: Hazards & Global Change","0.50","Undergraduate","Fall 2022","01","Guelph","L. Brown","300","2","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","08:30 AM","09:20 AM","ALEX","200"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","07:00 PM","09:00 PM",,
"GEOG*2000*0101","GEOG","2000","Geomorphology","0.50","Undergraduate","Fall 2022","0101","Guelph","J. Cockburn","22","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","11:30 AM","12:20 PM","MCKN","120"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","03:30 PM","05:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2000*0102","GEOG","2000","Geomorphology","0.50","Undergraduate","Fall 2022","0102","Guelph","J. Cockburn","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","11:30 AM","12:20 PM","MCKN","120"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","01:30 PM","03:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2000*0103","GEOG","2000","Geomorphology","0.50","Undergraduate","Fall 2022","0103","Guelph","J. Cockburn","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","11:30 AM","12:20 PM","MCKN","120"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","04:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2000*0104","GEOG","2000","Geomorphology","0.50","Undergraduate","Fall 2022","0104","Guelph","J. Cockburn","22","8","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","11:30 AM","12:20 PM","MCKN","120"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","03:30 PM","05:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2030*01","GEOG","2030","Environment, Justice & Society","0.50","Undergraduate","Fall 2022","01","Guelph","A. Stanley","120","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","09:30 AM","10:20 AM","MACN","113"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","02:30 PM","04:30 PM",,
"GEOG*2230*01","GEOG","2230","Comm Chains & Cult of Consump","0.50","Undergraduate","Fall 2022","01","Guelph","L. Sneyd","80","35","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","08:30 AM","09:50 AM","MCKN","121"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"GEOG*2420*0101","GEOG","2420","The Earth From Space","0.50","Undergraduate","Fall 2022","0101","Guelph","B. DeVries","20","1","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","08:30 AM","10:20 AM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2420*0102","GEOG","2420","The Earth From Space","0.50","Undergraduate","Fall 2022","0102","Guelph","B. DeVries","20","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","08:30 AM","10:20 AM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2420*0103","GEOG","2420","The Earth From Space","0.50","Undergraduate","Fall 2022","0103","Guelph","B. DeVries","20","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","11:30 AM","01:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2420*0104","GEOG","2420","The Earth From Space","0.50","Undergraduate","Fall 2022","0104","Guelph","B. DeVries","20","4","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","10:30 AM","12:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*2460*0101","GEOG","2460","Analysis in Geography","0.50","Undergraduate","Fall 2022","0101","Guelph","B. DeVries","22","1","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","03:30 PM","05:20 PM","MCKN","028"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","08:30 AM","10:30 AM",,
"GEOG*2460*0102","GEOG","2460","Analysis in Geography","0.50","Undergraduate","Fall 2022","0102","Guelph","B. DeVries","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","03:30 PM","05:20 PM","MCKN","028"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","08:30 AM","10:30 AM",,
"GEOG*2460*0103","GEOG","2460","Analysis in Geography","0.50","Undergraduate","Fall 2022","0103","Guelph","B. DeVries","22","3","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","12:30 PM","02:20 PM","MCKN","028"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","08:30 AM","10:30 AM",,
"GEOG*2460*0104","GEOG","2460","Analysis in Geography","0.50","Undergraduate","Fall 2022","0104","Guelph","B. DeVries","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MACS","209"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","09:30 AM","11:20 AM","MCKN","028"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","08:30 AM","10:30 AM",,
"GEOG*2480*0101","GEOG","2480","Mapping and GIS","0.50","Undergraduate","Fall 2022","0101","Guelph","E. Nost","28","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","08:30 AM","09:20 AM","LA","204"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","01:30 PM","03:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","11:30 AM","01:30 PM",,
"GEOG*2480*0102","GEOG","2480","Mapping and GIS","0.50","Undergraduate","Fall 2022","0102","Guelph","E. Nost","28","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","08:30 AM","09:20 AM","LA","204"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","11:30 AM","01:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","11:30 AM","01:30 PM",,
"GEOG*2480*0103","GEOG","2480","Mapping and GIS","0.50","Undergraduate","Fall 2022","0103","Guelph","E. Nost","28","3","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","08:30 AM","09:20 AM","LA","204"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","03:30 PM","05:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","11:30 AM","01:30 PM",,
"GEOG*2480*0104","GEOG","2480","Mapping and GIS","0.50","Undergraduate","Fall 2022","0104","Guelph","E. Nost","28","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","08:30 AM","09:20 AM","LA","204"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","03:30 PM","05:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","11:30 AM","01:30 PM",,
"GEOG*3000*0101","GEOG","3000","Fluvial Processes","0.50","Undergraduate","Fall 2022","0101","Guelph","J. Cockburn","17","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","09:30 AM","10:20 AM","MCLN","101"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","11:30 AM","01:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"GEOG*3000*0102","GEOG","3000","Fluvial Processes","0.50","Undergraduate","Fall 2022","0102","Guelph","J. Cockburn","17","4","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","09:30 AM","10:20 AM","MCLN","101"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","12:30 PM","02:20 PM","HUTT","240B"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"GEOG*3020*01","GEOG","3020","Global Environmental Change","0.50","Undergraduate","Fall 2022","01","Guelph","K. Benessaiah","180","31","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","08:30 AM","09:20 AM","ALEX","100"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","11:30 AM","01:30 PM",,
"GEOG*3030*01","GEOG","3030","Media, Digital Tech & Environ","0.50","Undergraduate","Fall 2022","01","Guelph","J. Silver","40","23","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","MACN","118"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"GEOG*3110*01","GEOG","3110","Biogeography","0.50","Undergraduate","Fall 2022","01","Guelph","Z. Gedalof","80","9","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","01:30 PM","02:20 PM","ANNU","156"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","11:30 AM","01:30 PM",,
"GEOG*3210*01","GEOG","3210","Indigenous-Settler Env Gov","0.50","Undergraduate","Fall 2022","01","Guelph","F. Moola","80","8","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MCKN","121"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"GEOG*3320*01","GEOG","3320","Food Systems: Security & Susta","0.50","Undergraduate","Fall 2022","01","Guelph","P. Loring","117","1","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","04:00 PM","05:20 PM","MCKN","120"
"GEOG*3440*0101","GEOG","3440","GIS for Decision-Making","0.50","Undergraduate","Fall 2022","0101","Guelph","E. Nost","18","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","10:30 AM","11:20 AM","GRHM","2310"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","03:30 PM","05:20 PM","HUTT","231"
"GEOG*3440*0102","GEOG","3440","GIS for Decision-Making","0.50","Undergraduate","Fall 2022","0102","Guelph","E. Nost","18","4","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","10:30 AM","11:20 AM","GRHM","2310"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","03:30 PM","05:20 PM","HUTT","231"
"GEOG*3480*0101","GEOG","3480","GIS and Spatial Analysis","0.50","Undergraduate","Fall 2022","0101","Guelph","A. Bonnycastle","15","2","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","MCKN","121"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","12:30 PM","02:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","08:30 AM","10:30 AM",,
"GEOG*3480*0102","GEOG","3480","GIS and Spatial Analysis","0.50","Undergraduate","Fall 2022","0102","Guelph","A. Bonnycastle","15","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","MCKN","121"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","12:30 PM","02:20 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","08:30 AM","10:30 AM",,
"GEOG*3480*0103","GEOG","3480","GIS and Spatial Analysis","0.50","Undergraduate","Fall 2022","0103","Guelph","A. Bonnycastle","15","6","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","MCKN","121"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","07:00 PM","08:50 PM","HUTT","231"
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","08:30 AM","10:30 AM",,
"GEOG*4110*01","GEOG","4110","Environmental Systems Analysis","1.00","Undergraduate","Fall 2022","01","Guelph","F. Moola","40","8","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MACS","129"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"GEOG*4200*01","GEOG","4200","Social Life of Cities","0.50","Undergraduate","Fall 2022","01","Guelph","A. Stanley","40","24","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","12:30 PM","01:20 PM","ANNU","204"
"GEOG*4210*0101","GEOG","4210","Environmental Governance","0.50","Undergraduate","Fall 2022","0101","Guelph","N. Gray","0","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","08:30 AM","09:50 AM","MCKN","116"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","HUTT","240B"
"GEOG*4210*0102","GEOG","4210","Environmental Governance","0.50","Undergraduate","Fall 2022","0102","Guelph","N. Gray","20","2","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","08:30 AM","09:50 AM","MCKN","116"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","11:30 AM","12:20 PM","HUTT","240B"
"GEOG*4210*0103","GEOG","4210","Environmental Governance","0.50","Undergraduate","Fall 2022","0103","Guelph","N. Gray","20","2","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","08:30 AM","09:50 AM","MCKN","116"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","11:30 AM","12:20 PM","HUTT","240B"
"GEOG*4230*01","GEOG","4230","Environmtl Impact Assessment","0.50","Undergraduate","Fall 2022","01","Guelph","D. Lewis","80","62","Open","LEC",,"2022/09/08","2022/12/16","Mon","07:00 PM","09:50 PM","MCKN","121"
"GEOG*4990*01","GEOG","4990","Independent Study in Geography","0.50","Undergraduate","Fall 2022","01","Guelph","W. Yang","35","33","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"GEOG*6060*01","GEOG","6060","Special Topics in Geography","0.50","Graduate","Fall 2022","01","Guelph","W. Yang","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"GEOG*6090*01","GEOG","6090","Geographical Rsrch Methods I","0.50","Graduate","Fall 2022","01","Guelph","W. Yang","25","16","Open","LEC",,"2022/09/08","2022/12/16","Fri","01:30 PM","03:20 PM","HUTT","234"
"GEOG*6100*01","GEOG","6100","Geographic Scholarship & Rsrch","0.50","Graduate","Fall 2022","01","Guelph","R. Hawkins","10","7","Open","LEC",,"2022/09/08","2022/12/16","Wed","11:30 AM","02:20 PM","HUTT","348"
"GEOG*6180*01","GEOG","6180","Research Project in Geography","1.00","Graduate","Fall 2022","01","Guelph","W. Yang","20","20","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"GEOG*6281*01","GEOG","6281","Environmental Mgmt/Governance","0.50","Graduate","Fall 2022","01","Guelph","N. Gray","20","12","Open","LEC",,"2022/09/08","2022/12/16","Wed","11:30 AM","02:20 PM","HUTT","234"
"GEOG*6610*01","GEOG","6610","Global Hydrology","0.50","Graduate","Fall 2022","01","Guelph","A. Berg","10","3","Open","LEC",,"2022/09/08","2022/12/16","Mon","02:30 PM","05:20 PM","HUTT","234"
"GERM*1100*0101","GERM","1100","Introductory German I","0.50","Undergraduate","Fall 2022","0101","Guelph","W. Lindinger","17","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","RICH","2529"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues Thur","09:30 AM","10:20 AM","MCKN","521"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"GERM*1100*0102","GERM","1100","Introductory German I","0.50","Undergraduate","Fall 2022","0102","Guelph","W. Lindinger","17","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","RICH","2529"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:20 PM","MCKN","307"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"GERM*1100*0103","GERM","1100","Introductory German I","0.50","Undergraduate","Fall 2022","0103","Guelph","W. Lindinger","17","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","RICH","2529"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues Thur","01:30 PM","02:20 PM","MCKN","119A"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"GERM*1100*0104","GERM","1100","Introductory German I","0.50","Undergraduate","Fall 2022","0104","Guelph","W. Lindinger","17","3","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","RICH","2529"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon Wed","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"GERM*1100*0105","GERM","1100","Introductory German I","0.50","Undergraduate","Fall 2022","0105","Guelph","W. Lindinger","17","4","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","RICH","2529"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"GERM*1100*0106","GERM","1100","Introductory German I","0.50","Undergraduate","Fall 2022","0106","Guelph","W. Lindinger","17","2","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","RICH","2529"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon Wed","01:30 PM","02:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"GERM*2490*0101","GERM","2490","Intermediate German","0.50","Undergraduate","Fall 2022","0101","Guelph","P. Mayer","20","16","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","09:30 AM","10:20 AM","MCKN","119"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","03:20 PM","CRSC","101"
,,,,,,,,,,,,,"EXAM","2022/12/15",,,"Thur","08:30 AM","10:30 AM",,
"GERM*3020*01","GERM","3020","Myth & Fairy Tales in Germany","0.50","Undergraduate","Fall 2022","01","Guelph","P. Mayer","5","0","Closed","LEC",,"2022/09/08","2022/12/16","Fri","12:30 PM","01:20 PM","MCKN","342"
"GREK*1100*01","GREK","1100","Preliminary Greek I","0.50","Undergraduate","Fall 2022","01","Guelph","A. Sherwood","38","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","12:30 PM","01:20 PM","MCKN","304"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","11:30 AM","01:30 PM",,
"HHNS*6040*01","HHNS","6040","Research Fronts in Nutrition","0.50","Graduate","Fall 2022","01","Guelph","A. Duncan","35","19","Open","LEC",,"2022/09/08","2022/12/16","Wed","09:30 AM","12:20 PM","SSC","1304"
"HHNS*6320*0101","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0101","Guelph","A. Wright, M. Bakovic","5","4","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0102","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0102","Guelph","A. Wright, L. Bent","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0103","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0103","Guelph","A. Wright, W. Bettger","5","4","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0104","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0104","Guelph","A. Wright, S. Brown","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0105","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0105","Guelph","A. Wright, J. Burr","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0106","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0106","Guelph","A. Wright, A. Clark","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0107","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0107","Guelph","A. Wright, A. Duncan","10","8","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0108","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0108","Guelph","A. Wright, D. Dyck","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0109","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0109","Guelph","A. Wright, G. Holloway","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0110","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0110","Guelph","A. Wright, L. Jadeski","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0111","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0111","Guelph","A. Wright, D. Ma","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0112","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0112","Guelph","A. Wright, P. Millar","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0113","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0113","Guelph","A. Wright, J. Monk","5","3","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0114","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0114","Guelph","A. Wright, C. Murrant","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16",,,,,
"HHNS*6320*0115","HHNS","6320","Advances in HHNS Research","0.50","Graduate","Fall 2022","0115","Guelph","A. Wright, D. Mutch","5","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
